Project,Category,SubCategory,Region,Country,AE,MShre,TE,SOW
77,Automotive,Motor Vehicle,Asia,India,3.63,4.28,4.28,
77,Automotive,Motor Vehicle,Asia,India,3.52,1.32,1.32,
77,Automotive,Motor Vehicle,Asia,India,1.72,0.87,0.87,
77,Automotive,Motor Vehicle,Asia,India,1.66,3.57,3.57,
77,Automotive,Motor Vehicle,Asia,India,34.64,47.69,47.69,
77,Automotive,Motor Vehicle,Asia,India,21.43,21.37,21.37,
77,Automotive,Motor Vehicle,Asia,India,8.15,3.92,3.92,
77,Automotive,Motor Vehicle,Asia,India,7.04,6.79,6.79,
77,Automotive,Motor Vehicle,Asia,India,5.74,3.64,3.64,
78,Retail,,Western Europe,UK,1.7,1.2,0.9,1
78,Retail,,Western Europe,UK,2.4,2.4,1.3,2
78,Retail,,Western Europe,UK,4.6,2.4,2.5,3
78,Retail,,Western Europe,UK,4.4,2.4,2.6,3.7
78,Retail,,Western Europe,UK,4,1.2,2.9,3.4
78,Retail,,Western Europe,UK,5.7,4.8,3.5,2.1
78,Retail,,Western Europe,UK,8.6,6,4.1,3.1
78,Retail,,Western Europe,UK,6,6,4.3,4.7
78,Retail,,Western Europe,UK,12.5,14.5,13,12.6
78,Retail,,Western Europe,UK,14.7,15.7,16.9,16.6
78,Retail,,Western Europe,UK,14.4,15.7,18.1,18.3
78,Retail,,Western Europe,UK,21,27.7,29.9,29.5
79,FMCG,Beverages,Asia,Thailand,3.5,7,1.1,2
79,FMCG,Beverages,Asia,Thailand,19.7,15,19,18
79,FMCG,Beverages,Asia,Thailand,37.5,26,36,39
79,FMCG,Beverages,Asia,Thailand,39.3,51,43.9,41
80,Electronics,,North America,USA,0.8,0,0.7,0.6
80,Electronics,,North America,USA,0.9,0,0.7,0.6
80,Electronics,,North America,USA,1.7,0,0.9,0.6
80,Electronics,,North America,USA,2.1,1,1,0.6
80,Electronics,,North America,USA,2.9,4,2.1,1.9
80,Electronics,,North America,USA,3.5,4,3.6,3.7
80,Electronics,,North America,USA,4.5,3,3.6,3.4
80,Electronics,,North America,USA,4.6,3,3.7,3.4
80,Electronics,,North America,USA,3.9,4,3.9,3.9
80,Durables and Electronics,Home Appliances,North America,USA,5,6,4.8,4.9
80,Durables and Electronics,Home Appliances,North America,USA,5.6,5,5,4.9
80,Electronics,,North America,USA,11,5,6,5
80,Durables and Electronics,Home Appliances,North America,USA,7,6,6.1,5.9
80,Electronics,,North America,USA,7.8,7,7.6,7.5
80,Electronics,,North America,USA,9,10,9.2,9.3
80,Durables and Electronics,Home Appliances,North America,USA,11.6,11,11.3,11.4
80,Durables and Electronics,Home Appliances,North America,USA,12.2,12,12.1,11.9
80,Electronics,,North America,USA,15.2,17,16.7,17.4
80,Durables and Electronics,Home Appliances,North America,USA,16,17,16.8,16.7
80,Durables and Electronics,Home Appliances,North America,USA,19,18,18.3,18.1
80,Electronics,,North America,USA,16.5,19,18.4,18.6
80,Electronics,,North America,USA,17.4,15,18.5,18.8
80,Electronics,,North America,USA,19.3,19,18.9,18.7
80,Durables and Electronics,Home Appliances,North America,USA,23.6,24,25.5,26.2
80,Electronics,,North America,USA,35.2,39,38.4,39
80,Electronics,,North America,USA,43.5,48,46,46.9
81,Telecommunications,Mobile Handsets,Africa,Algeria,6.98887,6,6.25017,6.62368
81,Telecommunications,Mobile Handsets,Africa,Algeria,24.42353,25,23.53269,24.32863
81,Telecommunications,Mobile Handsets,Africa,Algeria,29.7461,22,27.91144,25.20581
81,Telecommunications,Mobile Handsets,Africa,Algeria,38.84146,47,42.3057,43.84169
119,Financial,Banking,Africa,Nigeria,2.43,15.6,2.41,2.53299
119,Financial,Banking,Africa,Nigeria,2.55,2.5,2.58,2.77842
119,Financial,Banking,Africa,Nigeria,6.24,3.9,4.19,3.47258
119,Financial,Banking,Africa,Nigeria,9.51,3.6,8.8,8.34201
119,Financial,Banking,Africa,Nigeria,8.02,5.8,8.81,8.8907
119,Financial,Banking,Africa,Nigeria,8.28,6.3,9.53,10.06061
119,Financial,Banking,Africa,Nigeria,10.37,8.3,10.72,11.55187
119,Financial,Banking,Africa,Nigeria,11.09,12.1,11.59,12.01848
119,Financial,Banking,Africa,Nigeria,19.46,13.4,19.3,18.12301
119,Financial,Banking,Africa,Nigeria,22.04,28.5,22.07,22.22933
120,Alcoholic Beverages,Beer,Asia,Thailand,46.78,68,68,
120,Alcoholic Beverages,Beer,Asia,Thailand,25.59,27,27,
120,Alcoholic Beverages,Beer,Asia,Thailand,13.84,3,3,
120,Alcoholic Beverages,Beer,Asia,Thailand,7.35,1,1,
120,Alcoholic Beverages,Beer,Asia,Thailand,6.44,1,1,
121,FMCG,Personal Care,Western Europe,UK,5.33684,3.32656,0.62109,
121,FMCG,Personal Care,Eastern Europe,Russia,3.2209,0.1,1.47143,1.17
121,FMCG,Personal Care,Eastern Europe,Russia,4.98229,3.13254,1.81319,
121,FMCG,Personal Care,Western Europe,France,2.39592,2.0271,1.89005,
121,FMCG,Personal Care,Eastern Europe,Russia,3.0489,2.8,1.91056,2.07
121,FMCG,Personal Care,Western Europe,France,8.31302,3.57789,1.95913,
121,FMCG,Personal Care,Western Europe,France,4.59933,3.33268,2.1429,
121,FMCG,Personal Care,Western Europe,France,8.82701,9.39982,3.51432,
121,FMCG,Personal Care,Eastern Europe,Russia,7.01318,4.20938,3.59556,
121,FMCG,Personal Care,Western Europe,UK,14.72883,12.55026,5.4464,
121,FMCG,Personal Care,Western Europe,France,7.10208,7.7459,6.27206,
121,FMCG,Personal Care,Western Europe,UK,7.01747,6.77553,7.09442,
121,FMCG,Personal Care,Western Europe,France,6.77936,7.20455,7.89269,
121,FMCG,Personal Care,Eastern Europe,Russia,11.41168,6.1058,8.00018,
121,FMCG,Personal Care,Western Europe,France,15.65543,17.20714,8.44495,
121,FMCG,Personal Care,Eastern Europe,Russia,4.28447,2.49578,8.53861,
121,FMCG,Personal Care,Western Europe,UK,10.28426,9.17993,9.00035,
121,FMCG,Personal Care,Western Europe,France,13.48031,16.41938,9.84807,
121,FMCG,Personal Care,Western Europe,UK,9.49958,11.73129,9.93263,
121,FMCG,Personal Care,Eastern Europe,Russia,16.72258,15.45784,12.89296,
121,FMCG,Personal Care,Western Europe,UK,17.08546,13.35895,14.71683,
121,FMCG,Personal Care,Eastern Europe,Russia,17.25076,13.9,16.17034,17.14
121,FMCG,Personal Care,Eastern Europe,Russia,17.95224,4.7,16.60139,18.06
121,FMCG,Personal Care,Western Europe,France,32.84769,33.08554,32.24718,
121,FMCG,Personal Care,Western Europe,UK,36.04794,43.07733,32.57271,
121,FMCG,Personal Care,Eastern Europe,Russia,58.52722,78.5,63.84679,61.56
121,FMCG,Personal Care,Eastern Europe,Russia,47.81222,63.40168,65.15951,
122,FMCG,Beverages,Western Europe,UK,0.4,0.75709,0.2,
122,FMCG,Beverages,Western Europe,UK,0.7,0.7352,0.5,
122,FMCG,Beverages,Western Europe,UK,0.56448,0.4104,0.52059,
122,FMCG,Beverages,Western Europe,UK,0.65346,0.88234,0.54919,
122,FMCG,Beverages,Western Europe,UK,0.74359,0.45231,0.55701,
122,FMCG,Beverages,Western Europe,UK,0.62962,0.52525,0.59274,
122,FMCG,Beverages,Western Europe,UK,0.68234,0.57377,0.61609,
122,FMCG,Beverages,Western Europe,UK,0.84984,0.56013,0.70309,
122,FMCG,Beverages,Western Europe,UK,1.07967,0.58358,0.81535,
122,FMCG,Beverages,Western Europe,UK,0.9585,0.60863,0.88193,
122,FMCG,Beverages,Western Europe,UK,1,0.61007,1.1,
122,FMCG,Beverages,Western Europe,UK,2.89707,2.40856,1.84341,
122,FMCG,Beverages,Western Europe,UK,2.9,1.41107,2.1,
122,FMCG,Beverages,Western Europe,UK,2.93596,1.37254,2.24763,
122,FMCG,Beverages,Western Europe,UK,2.80881,1.19856,2.2632,
122,FMCG,Beverages,Western Europe,UK,3.13116,2.26181,2.29334,
122,FMCG,Beverages,Western Europe,UK,3.06935,2.29278,2.34518,
122,FMCG,Beverages,Western Europe,UK,3.24779,2.16742,2.34938,
122,FMCG,Beverages,Western Europe,UK,3.1,1.23684,2.5,
122,FMCG,Beverages,Western Europe,UK,3.1,1.35039,2.6,
122,FMCG,Beverages,Western Europe,UK,3.31591,2.20193,2.81044,
122,FMCG,Beverages,Western Europe,UK,3.58109,1.33885,2.93095,
122,FMCG,Beverages,Western Europe,UK,6.35825,3.28552,5.2169,
122,FMCG,Beverages,Western Europe,UK,6.5527,3.86833,5.92772,
122,FMCG,Beverages,Western Europe,UK,7.27596,3.19416,5.9956,
122,FMCG,Beverages,Western Europe,UK,6.85095,3.97593,6.02183,
122,FMCG,Beverages,Western Europe,UK,6.56497,3.3992,6.07778,
122,FMCG,Beverages,Western Europe,UK,7.15806,5.65932,6.23795,
122,FMCG,Beverages,Western Europe,UK,6.7,5.63499,6.5,
122,FMCG,Beverages,Western Europe,UK,7.5,4.19563,6.6,
122,FMCG,Beverages,Western Europe,UK,8.12203,5.58117,6.80941,
122,FMCG,Beverages,Western Europe,UK,7.61183,4.24061,7.02611,
122,FMCG,Beverages,Western Europe,UK,8.1,3.90883,8,
122,FMCG,Beverages,Western Europe,UK,12.3,7.47594,9.8,
122,FMCG,Beverages,Western Europe,UK,12.79702,6.89822,10.68992,
122,FMCG,Beverages,Western Europe,UK,11.71499,14.57786,10.82607,
122,FMCG,Beverages,Western Europe,UK,12.99885,6.82634,10.9948,
122,FMCG,Beverages,Western Europe,UK,13,7.36944,11,
122,FMCG,Beverages,Western Europe,UK,12.23773,14.78356,11.05198,
122,FMCG,Beverages,Western Europe,UK,13.24429,16.5624,11.06002,
122,FMCG,Beverages,Western Europe,UK,12.88871,15.9982,11.71582,
122,FMCG,Beverages,Western Europe,UK,13.4,7.49691,12.1,
122,FMCG,Beverages,Western Europe,UK,14.19849,7.3244,12.58492,
122,FMCG,Beverages,Western Europe,UK,14.97269,12.27451,12.749,
122,FMCG,Beverages,Western Europe,UK,13.99075,16.56424,13.10369,
122,FMCG,Beverages,Western Europe,UK,16.14984,12.49164,13.89349,
122,FMCG,Beverages,Western Europe,UK,16,11.74548,14.3,
122,FMCG,Beverages,Western Europe,UK,16.74872,11.99969,14.45796,
122,FMCG,Beverages,Western Europe,UK,16.45694,10.76976,14.99068,
122,FMCG,Beverages,Western Europe,UK,17.31131,11.86074,15.13418,
122,FMCG,Beverages,Western Europe,UK,12.5,15.53205,15.13764,
122,FMCG,Beverages,Western Europe,UK,12.2,19.60341,15.2,
122,FMCG,Beverages,Western Europe,UK,12.6,19.23471,15.34623,
122,FMCG,Beverages,Western Europe,UK,16.8,13.6115,15.4,
122,FMCG,Beverages,Western Europe,UK,16.82987,12.53228,15.56918,
122,FMCG,Beverages,Western Europe,UK,13.1,22.29649,15.7,
122,FMCG,Beverages,Western Europe,UK,17.54631,12.21113,15.90044,
122,FMCG,Beverages,Western Europe,UK,11.5,18.97899,16.02064,
122,FMCG,Beverages,Western Europe,UK,13.8,14.90243,16.59374,
122,FMCG,Beverages,Western Europe,UK,13.6,19.81689,17.20937,
122,FMCG,Beverages,Western Europe,UK,17.97026,20.68537,17.44809,
122,FMCG,Beverages,Western Europe,UK,13.7,15.91958,17.49513,
122,FMCG,Beverages,Western Europe,UK,17.54424,18.51296,17.99756,
122,FMCG,Beverages,Western Europe,UK,18.1,18.99233,18.1,
122,FMCG,Beverages,Western Europe,UK,14.8,20.56572,18.2,
122,FMCG,Beverages,Western Europe,UK,14.8,15.37003,18.22106,
122,FMCG,Beverages,Western Europe,UK,15.3,15.68907,18.61466,
122,FMCG,Beverages,Western Europe,UK,18.88368,18.76913,18.92274,
122,FMCG,Beverages,Western Europe,UK,19.07215,21.00179,18.9537,
122,FMCG,Beverages,Western Europe,UK,18.8793,20.1313,19.08883,
122,FMCG,Beverages,Western Europe,UK,19.3,18.58869,19.3,
122,FMCG,Beverages,Western Europe,UK,20.24273,13.13215,19.54776,
122,FMCG,Beverages,Western Europe,UK,19.3,14.34514,19.7,
122,FMCG,Beverages,Western Europe,UK,19.7,19.52884,19.8,
122,FMCG,Beverages,Western Europe,UK,20.40733,20.71549,20.64033,
122,FMCG,Beverages,Western Europe,UK,20.4756,21.7746,20.71498,
122,FMCG,Beverages,Western Europe,UK,19.74903,30.25631,22.43005,
122,FMCG,Beverages,Western Europe,UK,20.5689,18.80546,22.43017,
122,FMCG,Beverages,Western Europe,UK,19.61638,29.12733,22.66031,
122,FMCG,Beverages,Western Europe,UK,21.05723,25.16749,23.27195,
122,FMCG,Beverages,Western Europe,UK,21.5,28.19637,23.3,
122,FMCG,Beverages,Western Europe,UK,21.62695,25.45028,23.3369,
122,FMCG,Beverages,Western Europe,UK,20.73866,23.12819,23.53067,
122,FMCG,Beverages,Western Europe,UK,21.5,26.94151,24,
122,FMCG,Beverages,Western Europe,UK,21.1,29.9993,24.4,
122,FMCG,Beverages,Western Europe,UK,21.66873,28.80613,24.58143,
122,FMCG,Beverages,Western Europe,UK,20.73539,24.94118,25.65683,
122,FMCG,Beverages,Western Europe,UK,22.88163,25.25957,25.94346,
123,Alcoholic Beverages,Beer,Africa,Ghana,0.5,0.1,0.6,
123,Alcoholic Beverages,Beer,Africa,Ghana,1.5,0.9,0.7,
123,Alcoholic Beverages,Beer,Africa,Ghana,1.6,0.6,1,
123,Alcoholic Beverages,Beer,Africa,Ghana,7.7,4.9,5.9,
123,Alcoholic Beverages,Beer,Africa,Ghana,9.3,9.3,6.8,
123,Alcoholic Beverages,Beer,Africa,Ghana,12.2,7.6,13,
123,Alcoholic Beverages,Beer,Africa,Ghana,13.2,23.7,13.7,
123,Alcoholic Beverages,Beer,Africa,Ghana,24.4,27.6,28.7,
123,Alcoholic Beverages,Beer,Africa,Ghana,29.5,24.2,30.6,
124,Alcoholic Beverages,Beer,Africa,Uganda,0,0,0,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.3,0.2,0,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.2,0.5,0,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.4,0.1,0.1,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.3,0,0.1,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.8,0.4,0.1,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.6,0.3,0.2,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.4,0,0.2,
124,Alcoholic Beverages,Beer,Africa,Uganda,0.4,0.3,0.4,
124,Alcoholic Beverages,Beer,Africa,Uganda,1.4,0.8,0.4,
124,Alcoholic Beverages,Beer,Africa,Uganda,1.3,0.8,0.7,
124,Alcoholic Beverages,Beer,Africa,Uganda,1.5,3.6,0.8,
124,Alcoholic Beverages,Beer,Africa,Uganda,2,0.5,1.3,
124,Alcoholic Beverages,Beer,Africa,Uganda,2.1,1.1,1.5,
124,Alcoholic Beverages,Beer,Africa,Uganda,5.8,4.6,4.1,
124,Alcoholic Beverages,Beer,Africa,Uganda,6.7,4.7,4.9,
124,Alcoholic Beverages,Beer,Africa,Uganda,11,15.7,11.8,
124,Alcoholic Beverages,Beer,Africa,Uganda,10.5,1.7,11.8,
124,Alcoholic Beverages,Beer,Africa,Uganda,11.4,16.7,12,
124,Alcoholic Beverages,Beer,Africa,Uganda,10.9,12.1,13.7,
124,Alcoholic Beverages,Beer,Africa,Uganda,16.1,16.9,16.6,
124,Alcoholic Beverages,Beer,Africa,Uganda,14.9,16.9,16.8,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.2,0.3,0,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.3,0.6,0,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.1,0,0.1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.1,2.1,0.1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.3,0.3,0.1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.2,0.3,0.1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.4,0,0.2,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.8,2.8,0.3,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.3,0.8,0.3,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.4,0.8,0.3,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.8,0.2,0.4,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.8,0.5,0.4,
125,Alcoholic Beverages,Beer,Africa,Tanzania,0.7,0.6,0.7,
125,Alcoholic Beverages,Beer,Africa,Tanzania,2.2,0,1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,5.9,0.7,2.6,
125,Alcoholic Beverages,Beer,Africa,Tanzania,3.6,1.5,2.8,
125,Alcoholic Beverages,Beer,Africa,Tanzania,4.5,4.6,3.7,
125,Alcoholic Beverages,Beer,Africa,Tanzania,5.4,3.1,4.6,
125,Alcoholic Beverages,Beer,Africa,Tanzania,4,7.9,4.9,
125,Alcoholic Beverages,Beer,Africa,Tanzania,5.7,1,5,
125,Alcoholic Beverages,Beer,Africa,Tanzania,5.9,8.5,5.3,
125,Alcoholic Beverages,Beer,Africa,Tanzania,12.6,13.7,13.1,
125,Alcoholic Beverages,Beer,Africa,Tanzania,12.6,14.4,14.3,
125,Alcoholic Beverages,Beer,Africa,Tanzania,13.2,20.1,15.8,
125,Alcoholic Beverages,Beer,Africa,Tanzania,19.3,15.5,23.7,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,2,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0,0,0,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0.2,0.5,0.1,
126,Alcoholic Beverages,Beer,Latin America,Honduras,0.6,0.3,0.3,
126,Alcoholic Beverages,Beer,Latin America,Honduras,1,0.5,0.6,
126,Alcoholic Beverages,Beer,Latin America,Honduras,1,1.4,0.9,
126,Alcoholic Beverages,Beer,Latin America,Honduras,1.2,1.3,1,
126,Alcoholic Beverages,Beer,Latin America,Honduras,2,0.5,1.4,
126,Alcoholic Beverages,Beer,Latin America,Honduras,6.3,2.1,4.4,
126,Alcoholic Beverages,Beer,Latin America,Honduras,14.2,13.1,15.2,
126,Alcoholic Beverages,Beer,Latin America,Honduras,21,24.4,23.3,
126,Alcoholic Beverages,Beer,Latin America,Honduras,28,19.4,26.3,
126,Alcoholic Beverages,Beer,Latin America,Honduras,24.5,34.5,26.7,
127,Alcoholic Beverages,Beer,Latin America,Peru,0,0.4,0,
127,Alcoholic Beverages,Beer,Latin America,Peru,0,0,0,
127,Alcoholic Beverages,Beer,Latin America,Peru,0,0,0,
127,Alcoholic Beverages,Beer,Latin America,Peru,0,0,0,
127,Alcoholic Beverages,Beer,Latin America,Peru,0,0,0,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.1,0.1,0.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.1,0.6,0.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.2,0,0.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.3,0.3,0.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.2,0,0.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.4,0.2,0.3,
127,Alcoholic Beverages,Beer,Latin America,Peru,0.7,0.6,0.6,
127,Alcoholic Beverages,Beer,Latin America,Peru,1.5,0.5,0.9,
127,Alcoholic Beverages,Beer,Latin America,Peru,2,3.6,1.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,2.8,3.2,3.6,
127,Alcoholic Beverages,Beer,Latin America,Peru,5.3,9.6,6.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,8.1,6.4,6.5,
127,Alcoholic Beverages,Beer,Latin America,Peru,16.1,9.2,12.1,
127,Alcoholic Beverages,Beer,Latin America,Peru,30.2,29.9,30.2,
127,Alcoholic Beverages,Beer,Latin America,Peru,32,35.4,37.9,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0,0.3,0,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0,0.7,0,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.1,0,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.1,0,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.2,0.7,0.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,0.6,0.7,0.5,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,1.3,0,0.7,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,1,0.6,0.9,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,2.7,1.7,1.1,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,2.9,0.5,2.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,4.4,1.5,2.3,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,4.5,7,4.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,8.1,3,6.2,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,14.5,13,10.6,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,26.2,27.3,29,
128,Alcoholic Beverages,Beer,Latin America,El Salvador,31.4,42.8,42,
129,FMCG,Personal Care,Western Europe,Germany,3.8,2.4,2.3,2.3
129,FMCG,Personal Care,Western Europe,Germany,18.8,11.6,6.7,6.7
129,FMCG,Personal Care,Western Europe,Germany,13.2,12.1,7.5,7.5
129,FMCG,Personal Care,Western Europe,Germany,11.2,9.4,13,13
129,FMCG,Personal Care,Western Europe,Germany,25.7,25.2,15.3,15.3
129,FMCG,Personal Care,Western Europe,Germany,11,9.6,16.8,16.8
129,FMCG,Personal Care,Western Europe,Germany,16,18.2,18.6,18.6
129,FMCG,Personal Care,Western Europe,Germany,16.9,10.1,20.4,20.4
129,FMCG,Personal Care,Western Europe,Germany,19,23.1,26.6,26.6
129,FMCG,Personal Care,Western Europe,Germany,64.4,78.3,72.8,72.8
130,FMCG,Personal Care,Asia,Hong Kong,3.3,1.7,1.4,1.4
130,FMCG,Personal Care,Asia,Hong Kong,11.5,10.6,2.2,2.2
130,FMCG,Personal Care,Asia,Hong Kong,8.7,6.4,3.6,3.6
130,FMCG,Personal Care,Asia,Hong Kong,12.5,10,5.5,5.5
130,FMCG,Personal Care,Asia,Hong Kong,13.5,13.1,5.7,5.7
130,FMCG,Personal Care,Asia,Hong Kong,13.2,8.5,6.7,6.7
130,FMCG,Personal Care,Asia,Hong Kong,6,2.6,7.2,7.2
130,FMCG,Personal Care,Asia,Hong Kong,10.9,7.5,9.9,9.9
130,FMCG,Personal Care,Asia,Hong Kong,18,21.8,13.1,13.1
130,FMCG,Personal Care,Asia,Hong Kong,18.6,23.4,28.1,28.1
130,FMCG,Personal Care,Asia,Hong Kong,37.8,38.2,38.2,38.2
130,FMCG,Personal Care,Asia,Hong Kong,45.9,56.2,78.3,78.3
131,FMCG,Personal Care,Western Europe,Italy,9.6,7.3,6.3,6.3
131,FMCG,Personal Care,Western Europe,Italy,11.4,9.3,7,7
131,FMCG,Personal Care,Western Europe,Italy,8.8,6.3,7.2,7.2
131,FMCG,Personal Care,Western Europe,Italy,15.2,15,16.5,16.5
131,FMCG,Personal Care,Western Europe,Italy,18.8,17.4,22.6,22.6
131,FMCG,Personal Care,Western Europe,Italy,36.2,44.8,40.4,40.4
132,FMCG,Personal Care,Eastern Europe,Russia,0.4,0.1,0.5,0.5
132,FMCG,Personal Care,Eastern Europe,Russia,10.2,8.5,1.7,1.7
132,FMCG,Personal Care,Eastern Europe,Russia,3.8,3,2.5,2.5
132,FMCG,Personal Care,Eastern Europe,Russia,8.1,5.1,2.8,2.8
132,FMCG,Personal Care,Eastern Europe,Russia,2.8,3.1,2.9,2.9
132,FMCG,Personal Care,Eastern Europe,Russia,3.9,1.9,3.1,3.1
132,FMCG,Personal Care,Eastern Europe,Russia,13.5,8.5,4.2,4.2
132,FMCG,Personal Care,Eastern Europe,Russia,5.5,3.9,4.7,4.7
132,FMCG,Personal Care,Eastern Europe,Russia,4.9,3.9,7.5,7.5
132,FMCG,Personal Care,Eastern Europe,Russia,5.5,3.2,7.9,7.9
132,FMCG,Personal Care,Eastern Europe,Russia,11.8,9.4,8.5,8.5
132,FMCG,Personal Care,Eastern Europe,Russia,11.2,9.4,9.3,9.3
132,FMCG,Personal Care,Eastern Europe,Russia,19.3,16.7,22.8,22.8
132,FMCG,Personal Care,Eastern Europe,Russia,15.8,16.1,25,25
132,FMCG,Personal Care,Eastern Europe,Russia,46.8,59.4,48,48
132,FMCG,Personal Care,Eastern Europe,Russia,36.5,47.8,48.7,48.7
133,FMCG,Personal Care,Western Europe,UK,7.5,3.8,2.4,2.4
133,FMCG,Personal Care,Western Europe,UK,8.7,8.9,13.9,13.9
133,FMCG,Personal Care,Western Europe,UK,34.5,31.4,29.1,29.1
133,FMCG,Personal Care,Western Europe,UK,49.3,56,54.5,54.5
134,FMCG,Personal Care,Eastern Europe,Hungary,5.4,2.2,1.9,1.9
134,FMCG,Personal Care,Eastern Europe,Hungary,9.6,6.4,9.7,9.7
134,FMCG,Personal Care,Eastern Europe,Hungary,21.4,21.1,14.9,14.9
134,FMCG,Personal Care,Eastern Europe,Hungary,18.9,18,27.1,27.1
134,FMCG,Personal Care,Eastern Europe,Hungary,44.8,52.3,46.5,46.5
135,FMCG,Personal Care,Eastern Europe,Romania,7.7,5.5,3.3,3.3
135,FMCG,Personal Care,Eastern Europe,Romania,8.8,5.6,4,4
135,FMCG,Personal Care,Eastern Europe,Romania,11.5,6.9,7.1,7.1
135,FMCG,Personal Care,Eastern Europe,Romania,7.3,8.7,13.4,13.4
135,FMCG,Personal Care,Eastern Europe,Romania,15.6,13.9,20.3,20.3
135,FMCG,Personal Care,Eastern Europe,Romania,49.2,59.4,51.9,51.9
136,FMCG,Personal Care,Western Europe,Sweden,2.92183,3,2.41257,
136,FMCG,Personal Care,Western Europe,Sweden,4.19109,3,3.1154,
136,FMCG,Personal Care,Western Europe,Sweden,9.31545,4,6.9105,
136,FMCG,Personal Care,Western Europe,Sweden,36.10257,30,38.77361,
136,FMCG,Personal Care,Western Europe,Sweden,42.00396,55,47.28609,
137,FMCG,Personal Care,Eastern Europe,Russia,4.39823,0,2.27985,
137,FMCG,Personal Care,Eastern Europe,Russia,8.20015,0,5.89242,
137,FMCG,Personal Care,Eastern Europe,Russia,12.74455,10,8.43444,
137,FMCG,Personal Care,Eastern Europe,Russia,17.51182,9,16.25394,
137,FMCG,Personal Care,Eastern Europe,Russia,23.82323,19.6,24.28985,
137,FMCG,Personal Care,Eastern Europe,Russia,33.32227,50.9,42.85066,
138,FMCG,Personal Care,Asia,Malaysia,2.1,3,1.8,
138,FMCG,Personal Care,Asia,Malaysia,3.5,7,4.2,
138,FMCG,Personal Care,Asia,Malaysia,4.7,6,5.5,
138,FMCG,Personal Care,Asia,Malaysia,7.9,11,6.5,
138,FMCG,Personal Care,Asia,Malaysia,7.8,9,9.4,
138,FMCG,Personal Care,Asia,Malaysia,14.8,11,12.5,
138,FMCG,Personal Care,Asia,Malaysia,25,17,23.5,
138,FMCG,Personal Care,Asia,Malaysia,34.3,30,36.5,
